geoid,state,county,oztoolclassification,likelyrural,pop_2024,median_hhincome_2024,povrate_2024,unemprate_2024,jobs_2022,median_homevalue_2024,median_grossrent_2024,pct_own_2024,pct_severerentburden_2024,vacancyrate_2024,pct_age1824_2024,pct_white_2024,pct_black_2024,pct_latino_2024,pct_aapi_2024,pct_ba_2024,cbsa_type,classification,total_parcels,land_to_value_ratio,vacancy_proxy,market_activity_count,median_sale_price,owner_occupancy_rate,pct_residential,pct_commercial,pct_industrial,assessed_value_per_parcel,permits_total,permits_new_construction,permits_residential,permits_commercial,permit_trend,has_any_permits,stackability_count,has_stackability,stage1_result,job_density_score,dev_capacity_score,market_momentum_score,poverty_score,income_score,unemployment_score,stackability_score,composite_score,rank,recommended
24031700732,Maryland,Montgomery County,Less likely to attract OZ investment,0,3263.0,92500.0,0.14679742,0.023373052,568.0,386900.0,1621.0,0.49665925,0.23451327,0.13152805,0.026662581,0.10052099,0.16304015,0.64327306,0.081520073,0.17928776,Metro,Less Likely,,,,,,,,,,,,,,,,0,0,0,Eliminated — Already Attractive,,,,,,,,,,0
24031700812,Maryland,Montgomery County,Less likely to attract OZ investment,0,4513.0,88954.0,0.095945045,0.12304439,339.0,367600.0,2211.0,0.72486454,0.75929976,0.085855804,0.066474631,0.35453135,0.16552183,0.23487702,0.20518503,0.47340089,Metro,Less Likely,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031700818,Maryland,Montgomery County,Less likely to attract OZ investment,0,6356.0,88590.0,0.14458779,0.077903271,1612.0,410000.0,1749.0,0.23503236,0.19196193,0.0,0.042951543,0.11847074,0.37413469,0.31434864,0.10242291,0.31586608,Metro,Less Likely,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031700819,Maryland,Montgomery County,Less likely to attract OZ investment,0,6669.0,103155.0,0.046933573,0.029301276,346.0,379600.0,1959.0,0.80830806,0.065462753,0.040680781,0.052931473,0.26045883,0.28759935,0.24291497,0.14649872,0.44535637,Metro,Less Likely,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031700820,Maryland,Montgomery County,"More likely to attract OZ investment, with larger impact",0,3548.0,92560.0,0.101082,0.0066889632,1878.0,600400.0,2140.0,0.22361359,0.26382488,0.050933786,0.049323563,0.1302142,0.16685456,0.54030442,0.14007892,0.29448125,Metro,Goldilocks,,,,,,,,,,,,,,,,0,0,0,Eliminated — Already Attractive,,,,,,,,,,0
24031700830,Maryland,Montgomery County,Less likely to attract OZ investment,0,2516.0,83537.0,0.10095389,0.043043811,2045.0,480500.0,2224.0,0.19368421,0.21671018,0.03943377,0.017885532,0.12678856,0.34737679,0.16693164,0.2591415,0.53047013,Metro,Less Likely,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031700832,Maryland,Montgomery County,Less likely to attract OZ investment,0,3004.0,80417.0,0.1394807,0.028864658,326.0,380000.0,1955.0,0.75666666,0.42465752,0.0055248621,0.065246336,0.22503328,0.13348868,0.57889479,0.048934754,0.27918234,Metro,Less Likely,,,,,,,,,,,,,,,,0,0,0,Eliminated — Already Attractive,,,,,,,,,,0
24031700836,Maryland,Montgomery County,Less likely to attract OZ investment,0,1484.0,72447.0,0.032345012,0.055614974,443.0,447000.0,1919.0,0.58402663,0.108,0.0,0.017520215,0.22304583,0.10107817,0.12398922,0.29649594,0.69114876,Metro,Less Likely,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031700903,Maryland,Montgomery County,Likely to attract capital even without OZ designation,0,2072.0,105771.0,0.15830116,0.10776187,4054.0,553100.0,2103.0,0.35222054,0.2931442,0.054992765,0.0492278,0.2596525,0.12644787,0.48359072,0.093146719,0.38963965,Metro,Already Attractive,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031700904,Maryland,Montgomery County,Likely to attract capital even without OZ designation,0,3979.0,81438.0,0.25131944,0.031694993,7542.0,598800.0,2037.0,0.04767184,0.25727591,0.072493576,0.060065344,0.23699422,0.14802714,0.2055793,0.36164865,0.61748254,Metro,Already Attractive,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031701418,Maryland,Montgomery County,Likely to attract capital even without OZ designation,0,3473.0,108271.0,0.054995682,0.13229376,66.0,432000.0,2665.0,0.84210527,0.28813559,0.029437229,0.065649293,0.20587388,0.54938096,0.090411745,0.12957098,0.4950805,Metro,Already Attractive,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031701423,Maryland,Montgomery County,Less likely to attract OZ investment,0,5456.0,89196.0,0.1380132,0.057767134,102.0,369300.0,1934.0,0.49895507,0.36704901,0.039638735,0.074230209,0.054618768,0.61473608,0.19666423,0.092192084,0.41160145,Metro,Less Likely,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031701508,Maryland,Montgomery County,Less likely to attract OZ investment,0,4834.0,84755.0,0.11170873,0.11949685,95.0,529800.0,1870.0,0.18464351,0.24439462,0.042031523,0.07323128,0.095779896,0.77741003,0.084402151,0.02709971,0.37163904,Metro,Less Likely,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031701602,Maryland,Montgomery County,Less likely to attract OZ investment,0,7158.0,79531.0,0.18357083,0.082093515,370.0,492600.0,1887.0,0.37075013,0.33962265,0.011205977,0.044425819,0.061050572,0.13048337,0.59709418,0.20592344,0.28392217,Metro,Less Likely,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
24031701702,Maryland,Montgomery County,Less likely to attract OZ investment,0,2474.0,66548.0,0.072041169,0.085201792,1981.0,583300.0,1253.0,0.39922482,0.26774195,0.067750677,0.034357317,0.3270008,0.26637024,0.23605497,0.046079222,0.56821024,Metro,Less Likely,,,,,,,,,,,,,,,,0,1,1,Eliminated — Already Attractive,,,,,,,,,,0
